Sl.NO,wkt_geom,gid,ss_name,volt_ratio,ss_type,ss_code,cir_code,region_id,cir_name,show
,Point(76.8803052189021 10.355390567838437),,Sholayar I,110/33,GENERATION,100079,,,,Y
,Point(76.8734424716728 10.303669487648861),,Sholayar II,110/33,GENERATION,100080,,,,Y
,Point(77.04347989112996 10.410562576819357),,Kadamparai,110/33,GENERATION,100081,,,,Y
,Point(80.26847271893276 13.098988155247197),,Pulianthope,110/33,NON-GRID,100082,,,,Y
,Point(80.3212479 13.2459876),,NCTPS III,110/33,GENERATION,100083,,,,Y
,Point(79.472033 11.592356),,NNTPS I,110/33,GENERATION,100084,,,,Y
,Point(79.451798 11.589270),,NNTPS II,110/33,GENERATION,100085,,,,Y
,Point(79.46829020262876 11.592087224472245),,NLCTS II,110/33,GENERATION,100086,,,,Y
,Point(80.26448663323988 13.066125499913737),,TNEB HQ,,HO,100087,,,,Y
,Point(79.08099 10.50501),,Vellalavidhuthi,400/230,GRID,100088,,,,Y
,Point(79.5036201416045 11.935769108479493),,Villupuram RCE office,,HO,100089,,,,Y
,Point(77.75212543628449 8.703869125041942),,Tirunelveli RCE office,,HO,100090,,,,Y
,Point(79.14294611103017 12.956032644773998),,Vellore RCE office,,HO,100091,,,,Y
,Point(78.14399437874599 9.942706620358333),,K.Pudur RCE office,,HO,100092,,,,Y
,Point(78.14286581009337 8.809118976296851),,Tuticorin RCE office,,HO,100092,,,,Y
,Point(77.92259331595801 10.96164437097552),,Paramathi PGCIL,400/230,GRID,100093,,,,Y
,Point(76.76948850455805 11.242883986475368),,Kundah PH 3,110/33,GENERATION,100094,,,,Y
,Point(76.60428928087126 11.364805097831594),,Kundah PH 6,110/33,GENERATION,100095,,,,Y
,Point(76.68067198006581 11.250424123829802),,Kundah PH 2,110/33,GENERATION,100096,,,,Y
,Point(76.65015506854539 11.575110105027326),,Moyar,110/33,NON-GRID,100097,,,,Y
,Point(76.60132635870276 11.533711441102016),,Singara,110/33,NON-GRID,100098,,,,Y
,Point(76.6005394 11.5229200),,PUSHEP,230/110,GENERATION,100099,,,,Y
,Point(80.16991027414777 12.983976316270285),,Airport,110/33,NON-GRID,100100,,,,Y
,Point(80.07607155500656 12.789931117584992),,Kalivanthapattu,400/230,GRID,100101,,,,Y
,Point(80.31677295364035 13.205722811217056),,KATHIVAKKAM TRACTION,110/25,NON-GRID,100102,,,,Y
,Point(78.44547143811128 10.687146640531203),,TNPL,110/33,NON-GRID,100103,,,,Y
,Point(77.1930165 10.7438830),,Anaikadavu,400/230,GRID,100105,,,,Y
